trait,gene,gene_name,zscore,effect_size,pvalue,FDR_all,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,filename,tissue,Phenotype Description
MPV,ENSG00000003402,CFLAR,-3.461973684299074,-0.12488981904026653,5.3622958388617e-4,0.19229386577585397,0.01641070252659335,0.02979528865679474,3.2139770043832564e-5,6.369496372086936e-5,3,4,4,Thyroid_MPV,Thyroid,Mean platelet (thrombocyte) volume
MPV,ENSG00000003402,CFLAR,-3.1717335862694163,-0.18240025872142493,0.00151531949461464,0.19229386577585397,0.00754090418122891,0.02846702753237121,0.01637989738414618,0.03923792144224195,7,10,10,Brain_Nucleus_accumbens_basal_ganglia_MPV,Brain Nucleus accumbens basal ganglia,Mean platelet (thrombocyte) volume
MPV,ENSG00000100290,BIK,3.276111602783203,6.501341154357435,0.00105246962788042,0.19229386577585397,5.015706419736279e-6,0.07040533000457697,3.5085013808854105e-5,1.4562287280311e-4,1,5,5,Pituitary_MPV,Pituitary,Mean platelet (thrombocyte) volume
NEUTRE,ENSG00000003400,CASP10,-3.259352373749466,-0.1208962089877486,0.00111666878647039,0.19229386577585397,0.01767940734851263,0.05829349052292482,7.78123492094424e-8,2.0411549374008285e-7,8,11,11,Cells_Cultured_fibroblasts_NEUTRE,Cells Cultured fibroblasts,Neutrophil count
WBCfixed,ENSG00000141682,PMAIP1,-3.3366515366344327,-0.2590083622436316,8.4794189046173e-4,0.19229386577585397,0.00203198160876333,0.01158889663167786,0.01635608705560184,0.02483105189393234,2,11,11,Esophagus_Mucosa_WBC_fixed,Esophagus Mucosa,White blood cell (leukocyte) count
WBCfixed,ENSG00000125538,IL1B,3.357691895795588,0.03438958873620807,7.8596166835772e-4,0.19229386577585397,0.1228209959999008,0.03446557413065986,0.00563448456810019,0.01568796155677335,16,23,23,Prostate_WBC_fixed,Prostate,White blood cell (leukocyte) count
WBCfixed,ENSG00000143384,MCL1,3.4818468784581142,0.3454681130809435,4.9796835362853e-4,0.19229386577585397,0.00129159089299052,0.02279519974950643,7.3336768827331e-4,0.00136119186622428,8,13,13,Esophagus_Mucosa_WBC_fixed,Esophagus Mucosa,White blood cell (leukocyte) count
WBCfixed,ENSG00000143384,MCL1,3.5424096557312903,0.30156561237549717,3.9648921133101e-4,0.19229386577585397,0.00175375777417104,0.02148732673658628,0.00145628372039724,0.00288128119131004,11,16,16,Adipose_Visceral_Omentum_WBC_fixed,Adipose Visceral Omentum,White blood cell (leukocyte) count
WBCfixed,ENSG00000143384,MCL1,3.4144087556155585,0.3358856577459758,6.3920599535812e-4,0.19229386577585397,0.0013277301169029,0.01559924642084204,0.00453121918628898,0.0080492768603363,9,15,15,Lung_WBC_fixed,Lung,White blood cell (leukocyte) count
WBCfixed,ENSG00000143384,MCL1,3.169933165973081,0.26568900043999666,0.00152474004143025,0.19229386577585397,0.00177722313655962,0.05154805544369284,4.586841869942008e-7,1.122285292094558e-6,7,17,17,Cells_Cultured_fibroblasts_WBC_fixed,Cells Cultured fibroblasts,White blood cell (leukocyte) count
BASORE,ENSG00000030110,BAK1,-3.1409171061256775,-0.04171052710795953,0.00168419694174652,0.19401013103952272,0.1084584120141653,0.179324802507011,7.64966604817325e-10,7.055668128001494e-9,4,4,4,Brain_Caudate_basal_ganglia_BASORE,Brain Caudate basal ganglia,Basophil percentage
BASORE,ENSG00000030110,BAK1,-3.11560918465383,-0.03906363319319504,0.00183565377816641,0.19726937740298334,0.12144418149232508,0.13319165975142291,6.847226600466147e-7,4.567152678776397e-6,5,6,6,Brain_Frontal_Cortex_BA9_BASORE,Brain Frontal Cortex BA9,Basophil percentage
BASORE,ENSG00000141682,PMAIP1,3.1147308092145907,0.13204441759284655,0.00184112849733976,0.19726937740298334,0.01062175437974299,0.0236248068157775,6.47344204286104e-5,1.4172482777099e-4,5,8,8,Whole_Blood_BASORE,Whole Blood,Basophil percentage
BASORE,ENSG00000129473,BCL2L2,-3.1189005973617627,-0.5635244481156098,0.00181527190978891,0.19726937740298334,6.4579765806817e-4,0.08331898234503544,1.1391948869345089e-12,4.190816132998601e-12,5,18,18,Artery_Tibial_BASORE,Artery Tibial,Basophil percentage
MCH,ENSG00000003400,CASP10,-3.1018057660109184,-0.17489970174081532,0.00192344117214111,0.19726937740298334,0.00402964811913208,0.01312471084769224,0.00557571367223402,0.00869504062512436,4,6,6,Artery_Tibial_MCH,Artery Tibial,Mean corpuscular haemoglobin
MCH,ENSG00000176171,BNIP3,-3.106175542938006,-0.03863362276929997,0.00189524168570842,0.19726937740298334,0.07245429378812401,0.17665393272700805,2.3629119801736366e-10,1.469626233357772e-9,4,5,5,Brain_Cerebellum_MCH,Brain Cerebellum,Mean corpuscular haemoglobin
MCH,ENSG00000153094,BCL2L11,3.093092995991125,0.2658550300925908,0.00198082052564381,0.19726937740298334,0.00139833142440724,0.0190151432939997,0.00206194588681769,0.00358464665975796,2,5,5,Esophagus_Mucosa_MCH,Esophagus Mucosa,Mean corpuscular haemoglobin
MCH,ENSG00000153094,BCL2L11,3.0931943886821416,0.2167563776652686,0.00198014384733582,0.19726937740298334,0.00218320877344842,0.04569846828110863,9.2649186699358e-4,0.00288802949949346,4,11,11,Pituitary_MCH,Pituitary,Mean corpuscular haemoglobin
MCHC,ENSG00000168404,MLKL,3.108078541320873,0.04297572434157908,0.0018830801672404,0.19726937740298334,0.06690072164068851,0.19299655401249097,4.084341337307672e-20,5.242392521064208e-19,6,16,16,Breast_Mammary_Tissue_MCHC,Breast Mammary Tissue,Mean corpuscular haemoglobin concentration
MCHC,ENSG00000168404,MLKL,3.113906625821097,0.04424255643788955,0.00184627908813948,0.19726937740298334,0.06339290238413428,0.1323473313708595,2.2774524172125567e-20,1.3321536741777558e-19,6,15,15,Skin_Sun_Exposed_Lower_leg_MCHC,Skin Sun Exposed Lower leg,Mean corpuscular haemoglobin concentration
MCHC,ENSG00000168404,MLKL,3.116123210498598,0.03857521558884396,0.00183245691135578,0.19726937740298334,0.08346302358330462,0.14422135829580585,1.0059312343883361e-14,6.14950696919878e-14,6,14,14,Artery_Aorta_MCHC,Artery Aorta,Mean corpuscular haemoglobin concentration
MCV,ENSG00000176171,BNIP3,-3.1128676861858784,-0.03670902081206569,0.0018527906226037,0.19726937740298334,0.07245429378812401,0.17665393272700805,2.3629119801736366e-10,1.469626233357772e-9,4,5,5,Brain_Cerebellum_MCV,Brain Cerebellum,Mean corpuscular volume
MCV,ENSG00000104518,GSDMD,3.100092097641351,0.06179532181119064,0.00193460477966794,0.19726937740298334,0.02761019240527249,0.36265677596336704,3.162108547921263e-47,7.556725041155951e-46,12,24,24,Esophagus_Muscularis_MCV,Esophagus Muscularis,Mean corpuscular volume
MONORE,ENSG00000153094,BCL2L11,3.0997450484929123,0.1905438230705671,0.00193687284574241,0.19726937740298334,0.0044235028011437,0.03588439160055826,0.00370405628251576,0.009576235501539,5,9,9,Adrenal_Gland_MONORE,Adrenal Gland,Monocyte count
MONORE,ENSG00000150782,IL18,3.116155299277926,0.12114539265537178,0.00183225751224179,0.19726937740298334,0.0112455294807764,0.07866327358588347,3.1510526215943443e-14,1.446998642796772e-13,6,24,24,Muscle_Skeletal_MONORE,Muscle Skeletal,Monocyte count
MONORE,ENSG00000002330,BAD,3.0929089972310257,0.1047018701674946,0.00198204904552471,0.19726937740298334,0.01454015189512788,0.02836859887401707,8.9325742405436e-4,0.00205679979771863,9,9,9,Heart_Left_Ventricle_MONORE,Heart Left Ventricle,Monocyte count
RDW,ENSG00000064012,CASP8,-3.1154691069600937,-0.0166295691055923,0.00183652584762306,0.19726937740298334,0.43916426704265127,0.410618905051632,1.4783734728966846e-25,3.8311774777252226e-24,13,16,16,Brain_Cerebellum_RDW,Brain Cerebellum,Red blood cell (erythrocyte) distribution width
RetiCt,ENSG00000106144,CASP2,3.1013719678618217,0.24650251425515743,0.00192626152300451,0.19726937740298334,0.01844846688866516,0.03948661900992802,5.521348702375537e-6,1.483282271851476e-5,9,27,27,Lung_RetiCt,Lung,Reticulocyte count
BASORE,ENSG00000030110,BAK1,-3.081002454597159,-0.03913099775173653,0.00206304948096991,0.19870974704543512,0.11830408192148928,0.26409369922123116,7.539446818654789e-10,1.495001420451206e-8,5,5,5,Brain_Spinal_cord_cervical_c-1_BASORE,Brain Spinal cord cervical c-1,Basophil percentage
EOSIRE,ENSG00000168404,MLKL,-3.0877734846566898,-0.26033117114214566,0.00201662119700556,0.19870974704543512,0.00416598497242881,0.07905858714381118,1.7507334950236132e-10,6.406987241335274e-10,3,8,8,Esophagus_Mucosa_EOSIRE,Esophagus Mucosa,Eosinophil percentage
MCH,ENSG00000176171,BNIP3,3.0793183870232466,0.3597884610314291,0.00207474824107626,0.19870974704543512,8.8030682263632e-4,0.14470335427312475,2.8868452735230337e-22,1.8539430220356792e-21,2,8,8,Skin_Sun_Exposed_Lower_leg_MCH,Skin Sun Exposed Lower leg,Mean corpuscular haemoglobin
MCHC,ENSG00000168404,MLKL,3.0806728376097077,0.04419156811653221,0.00206533446656744,0.19870974704543512,0.0621417899798847,0.1575591619941401,3.2455596826213867e-10,2.8080902576380204e-9,4,10,10,Adrenal_Gland_MCHC,Adrenal Gland,Mean corpuscular haemoglobin concentration
MCHC,ENSG00000168404,MLKL,3.079083912154557,0.03178304270522252,0.00207638189180183,0.19870974704543512,0.12004792792938918,0.224154585093568,2.36278761878037e-27,2.446538153644919e-26,9,14,14,Esophagus_Muscularis_MCHC,Esophagus Muscularis,Mean corpuscular haemoglobin concentration
BASORE,ENSG00000129473,BCL2L2,-3.0657867017753335,-1.045892001592846,0.00217098128046739,0.20617693213965496,1.6912793939099e-4,0.02947752766017525,2.1776218774144653e-5,4.500877461339806e-5,5,17,17,Skin_Sun_Exposed_Lower_leg_BASORE,Skin Sun Exposed Lower leg,Basophil percentage
EOSIRE,ENSG00000003402,CFLAR,3.058127730403328,0.12029190016325532,0.00222724619144312,0.20789036735402477,0.01807084425910649,0.04665590909120985,0.00409303647692403,0.01013179071139359,7,8,8,Brain_Cerebellar_Hemisphere_EOSIRE,Brain Cerebellar Hemisphere,Eosinophil percentage
MCV,ENSG00000104518,GSDMD,3.0531100675050413,0.06015377557555812,0.00226482850333538,0.20789036735402477,0.02825249097835002,0.34288510779817644,5.434764235518203e-37,1.2612053690002671e-35,11,23,23,Artery_Aorta_MCV,Artery Aorta,Mean corpuscular volume
MCV,ENSG00000153094,BCL2L11,3.049541983771925,0.216487791226637,0.00229190596637398,0.20789036735402477,0.00189966755347829,0.05902864415595378,1.3792771462018116e-8,3.5585183085512356e-8,5,15,15,Nerve_Tibial_MCV,Nerve Tibial,Mean corpuscular volume
MCV,ENSG00000104518,GSDMD,3.050440798714345,0.04296571197930897,0.00228505724243578,0.20789036735402477,0.05517689771708504,0.2897305478477752,2.7148917663819066e-41,3.429404848840615e-40,12,29,29,Nerve_Tibial_MCV,Nerve Tibial,Mean corpuscular volume
MONORE,ENSG00000002330,BAD,-3.0477008103259857,-0.03810970925668665,0.00230599394701836,0.20789036735402477,0.11641125127491828,0.1770536177029407,6.866991765529308e-7,9.554075499866864e-6,17,35,35,Uterus_MONORE,Uterus,Monocyte count
RDW,ENSG00000064012,CASP8,-3.060582945707526,-0.01791209795894945,0.00220906563053196,0.20789036735402477,0.3642512506401303,0.49400720262952513,2.1948333332433148e-27,1.2413068301034944e-25,10,10,10,Brain_Cerebellar_Hemisphere_RDW,Brain Cerebellar Hemisphere,Red blood cell (erythrocyte) distribution width
RDW,ENSG00000003400,CASP10,-3.052164645235088,-0.02237087394473988,0.00227197443514147,0.20789036735402477,0.2557127170464753,0.447332401829463,9.72457894221223e-66,4.750575405696797e-64,15,18,18,Esophagus_Mucosa_RDW,Esophagus Mucosa,Red blood cell (erythrocyte) distribution width
MCH,ENSG00000137757,CASP5,3.0409215270018133,0.11440603053603414,0.00235855292371949,0.2081046590354197,0.00974726188777664,0.02204765140456087,1.1448066607124e-4,2.4397029233948e-4,3,7,7,Whole_Blood_MCH,Whole Blood,Mean corpuscular haemoglobin
MCHC,ENSG00000168404,MLKL,3.0451091609759335,0.03931053443558912,0.00232595871388143,0.2081046590354197,0.07672100184464496,0.24009118891185577,1.772779798855503e-33,1.659066074846206e-32,8,18,18,Nerve_Tibial_MCHC,Nerve Tibial,Mean corpuscular haemoglobin concentration
MCV,ENSG00000104518,GSDMD,3.0427007246443445,0.06324922998345238,0.00234465387983747,0.2081046590354197,0.02515357130455682,0.3307304142513061,1.7917299942236414e-18,4.557235778243371e-17,12,30,30,Brain_Caudate_basal_ganglia_MCV,Brain Caudate basal ganglia,Mean corpuscular volume
MCHC,ENSG00000168404,MLKL,3.038607832793872,0.3523780426266113,0.00237674027887743,0.2082325761233388,9.6644072094175e-4,0.03192854552948399,0.03035618485853964,0.08689568114879159,2,2,2,Brain_Anterior_cingulate_cortex_BA24_MCHC,Brain Anterior cingulate cortex BA24,Mean corpuscular haemoglobin concentration
BASORE,ENSG00000151414,NEK7,3.030435343173877,0.18690231843592728,0.00244201466595009,0.2116413372363254,0.0047038478172503,0.04465700918665233,1.3065268106443496e-6,3.7874418552269386e-6,5,16,16,Lung_BASORE,Lung,Basophil percentage
MCV,ENSG00000153094,BCL2L11,3.029489936219582,0.7841670991940503,0.00244967065043251,0.2116413372363254,1.4438683810715e-4,0.02182915194760413,3.8295776863243e-4,6.809130053213e-4,4,11,11,Thyroid_MCV,Thyroid,Mean corpuscular volume
BASORE,ENSG00000030110,BAK1,-3.0161513416389374,-0.03813368631891431,0.00256005447688445,0.21912153382997082,0.11958491030484882,0.1641231837437212,2.2242644996028968e-9,1.9692970129887973e-8,5,6,6,Brain_Nucleus_accumbens_basal_ganglia_BASORE,Brain Nucleus accumbens basal ganglia,Basophil percentage
MCV,ENSG00000153094,BCL2L11,3.014801265124609,0.3968656922795031,0.00257147688603615,0.21912153382997082,5.5452341610595e-4,0.02768133867097638,1.4447170922872e-4,2.9806194842848e-4,2,2,2,Skin_Not_Sun_Exposed_Suprapubic_MCV,Skin Not Sun Exposed Suprapubic,Mean corpuscular volume
MCV,ENSG00000137757,CASP5,-3.012477102302945,-0.16304729633732273,0.00259124984070306,0.2193043487631753,0.00353108772318316,0.05584962929978449,2.061200257278116e-5,6.593142664935424e-5,2,6,6,Colon_Sigmoid_MCV,Colon Sigmoid,Mean corpuscular volume
MCH,ENSG00000143384,MCL1,2.9990108417030164,0.05027601768678641,0.00270857668277518,0.21954535282174423,0.04296747844565567,0.07096567132189678,1.2371725290881295e-6,4.056675088491779e-6,15,34,34,Testis_MCH,Testis,Mean corpuscular haemoglobin
MCHC,ENSG00000168404,MLKL,2.988865071620253,0.04311993550531912,0.00280015758107905,0.21954535282174423,0.06137833643877536,0.1210287698440054,6.5710543334997784e-12,4.3190607282728365e-11,7,18,18,Colon_Transverse_MCHC,Colon Transverse,Mean corpuscular haemoglobin concentration
MCV,ENSG00000137757,CASP5,-2.988243341445923,-0.20329993883819317,0.00280586054968711,0.21954535282174423,0.00222986217310911,0.01822371201684467,0.00783121978042353,0.01348429529211092,1,2,2,Artery_Aorta_MCV,Artery Aorta,Mean corpuscular volume
MCV,ENSG00000137757,CASP5,-2.9914536338276267,-0.1982750881651717,0.00277652698644224,0.21954535282174423,0.00235053276532858,0.01425762047277571,0.03165969038393881,0.0598902898701824,3,7,7,Stomach_MCV,Stomach,Mean corpuscular volume
MCV,ENSG00000176171,BNIP3,2.996828818444762,0.4098814115266509,0.00272803853792512,0.21954535282174423,5.947060671799e-4,0.23040168260297725,3.756893195620906e-31,4.5827525161743065e-30,2,8,8,Skin_Not_Sun_Exposed_Suprapubic_MCV,Skin Not Sun Exposed Suprapubic,Mean corpuscular volume
MCV,ENSG00000137757,CASP5,-2.988243341445923,-0.30982195045733363,0.00280586054968711,0.21954535282174423,9.6012581975467e-4,0.03089025589283332,0.01423440509655845,0.03375841535790274,1,4,4,Brain_Caudate_basal_ganglia_MCV,Brain Caudate basal ganglia,Mean corpuscular volume
MCV,ENSG00000137757,CASP5,-2.988243341445923,-0.2009695704985286,0.00280586054968711,0.21954535282174423,0.00228187530085224,0.01877825518354766,0.00306638309292844,0.00530134773347749,1,5,5,Esophagus_Muscularis_MCV,Esophagus Muscularis,Mean corpuscular volume
MCV,ENSG00000104518,GSDMD,2.997984035305334,0.05197733685529968,0.00271771909466641,0.21954535282174423,0.03619755083890952,0.2603681620775487,8.683059298313817e-26,1.654740765644211e-24,13,26,26,Colon_Transverse_MCV,Colon Transverse,Mean corpuscular volume
MCV,ENSG00000137757,CASP5,-2.9925250204786775,-0.16862769340066053,0.00276679986523417,0.21954535282174423,0.00325551731431303,0.03005458852699356,5.827205902117304e-5,1.100757694253e-4,3,7,7,Nerve_Tibial_MCV,Nerve Tibial,Mean corpuscular volume
MCV,ENSG00000137757,CASP5,-2.988243341445923,-0.5783844889030597,0.00280586054968711,0.21954535282174423,2.7549850163596e-4,0.01364828682264677,0.00913843804558986,0.01442005637872207,1,2,2,Esophagus_Mucosa_MCV,Esophagus Mucosa,Mean corpuscular volume
MONORE,ENSG00000110330,BIRC2,-3.0054043390954432,-0.05606799074899887,0.00265228010161318,0.21954535282174423,0.05059474697727925,0.04302090537355292,2.061745499303525e-6,5.829903973268327e-6,26,36,36,Lung_MONORE,Lung,Monocyte count
WBCfixed,ENSG00000171552,BCL2L1,2.9883229732513423,0.21926481842655796,0.00280512951610928,0.21954535282174423,0.00249449043733279,0.01820631643840263,0.03959274591063196,0.07794200595481797,1,3,3,Adrenal_Gland_WBC_fixed,Adrenal Gland,White blood cell (leukocyte) count
MCHC,ENSG00000168404,MLKL,-2.9858194263553273,-0.04808003992840376,0.00282819592281286,0.21990990922321743,0.04938699090863737,0.067322063177893,9.060263712076007e-12,3.4321727943095085e-11,11,15,15,Whole_Blood_MCHC,Whole Blood,Mean corpuscular haemoglobin concentration
MCH,ENSG00000104518,GSDMD,2.975665122533435,0.08066361798067516,0.00292353913920327,0.2209086075575844,0.0162446473673423,0.4017754955576962,6.076895454607533e-67,1.9039642686739954e-65,9,20,20,Artery_Tibial_MCH,Artery Tibial,Mean corpuscular haemoglobin
MCH,ENSG00000137752,CASP1,-2.968339850990335,-0.09981630394368012,0.00299413081798111,0.2209086075575844,0.0123300676871537,0.0354276091568661,5.8814725069754e-4,0.00139128950480134,5,7,7,Esophagus_Gastroesophageal_Junction_MCH,Esophagus Gastroesophageal Junction,Mean corpuscular haemoglobin
MCV,ENSG00000104518,GSDMD,2.977889750956701,0.04961686962550661,0.00290240365181842,0.2209086075575844,0.03916610013034879,0.5686177088688763,2.9108306227204287e-57,4.538529242482307e-55,12,23,23,Pancreas_MCV,Pancreas,Mean corpuscular volume
MCV,ENSG00000104518,GSDMD,2.978818124783206,0.04020994992942457,0.00289362478511423,0.2209086075575844,0.05945524333803818,0.13828091488518632,4.367598645397713e-7,3.925724068935267e-6,6,12,12,Small_Intestine_Terminal_Ileum_MCV,Small Intestine Terminal Ileum,Mean corpuscular volume
MCV,ENSG00000104518,GSDMD,2.9695491652264105,0.05776033993898187,0.00298237083955081,0.2209086075575844,0.02901376182043006,0.28159114821360004,2.7499503178402367e-16,4.521159508461689e-15,10,25,25,Brain_Cortex_MCV,Brain Cortex,Mean corpuscular volume
MCV,ENSG00000104518,GSDMD,2.968669284645638,0.04140295685330849,0.00299092305442716,0.2209086075575844,0.05608220611884785,0.5161567603035255,2.7856934233556286e-38,3.01080756756734e-36,11,25,25,Adrenal_Gland_MCV,Adrenal Gland,Mean corpuscular volume
NEUTRE,ENSG00000141682,PMAIP1,-2.9753330930114914,-0.25797220270750976,0.00292670566524074,0.2209086075575844,0.00203198160876333,0.01158889663167786,0.01635608705560184,0.02483105189393234,2,11,11,Esophagus_Mucosa_NEUTRE,Esophagus Mucosa,Neutrophil count
RDW,ENSG00000003400,CASP10,-2.970631291361829,-0.02533122617281837,0.00297188344438479,0.2209086075575844,0.1882272015823609,0.22804854380226153,8.287737571518019e-31,9.964337356100976e-30,23,25,25,Skin_Not_Sun_Exposed_Suprapubic_RDW,Skin Not Sun Exposed Suprapubic,Red blood cell (erythrocyte) distribution width
RDW,ENSG00000064012,CASP8,-2.9676510070759554,-0.0228494052116321,0.00300084837852518,0.2209086075575844,0.20793629598637195,0.3652042974840823,5.311399634587672e-16,2.0098841140096933e-14,6,8,8,Brain_Anterior_cingulate_cortex_BA24_RDW,Brain Anterior cingulate cortex BA24,Red blood cell (erythrocyte) distribution width
MCV,ENSG00000104518,GSDMD,2.9462020334736785,0.04648570230801667,0.00321702200757476,0.2274106113836726,0.04271917522555089,0.18131941126748471,2.057194009273679e-11,1.6537929867201678e-10,5,10,10,Spleen_MCV,Spleen,Mean corpuscular volume
